Title,Authors,Keywords,Journal,Abstract
A unified conceptualization of the attraction effect,"Sivakumar, K.",Business and Management ;  Marketing ;  Social Sciences ;  Theory/Conceptual,"AMS review, 2016, Vol.6 (1-2), p.39-58","This research focuses on the attraction effect, a phenomenon in which the share of the focal alternative (called “target”), relative to a second alternative (called “competitor”), increases when a third alternative (termed “decoy”) is introduced, such that the target dominates the decoy but the competitor does not. On the one hand, research has demonstrated the existence of the attraction effect in a wide variety of situations; on the other hand, more recent research has questioned the existence of the effect under some circumstances. The purpose of this research is to provide a unified conceptual framework using the reference dependence and loss aversion principles of prospect theory to examine the circumstances under which the attraction effect benefits the target, the competitor, or neither. With its unifying conceptualization of the attraction effect, the research contributes to the literature by reconciling some contradictory findings and viewpoints and offering directions for further exploration."
An integrated framework for design perception and brand equity,"Mishra, Abhishek ;  Dash, Satyabhushan ;  Malhotra, Naresh K.",Business and Management ;  Marketing ;  Social Sciences ;  Theory/Conceptual,"AMS review, 2015, Vol.5 (1-2), p.28-44","This conceptual work investigates the relationship between user-perceived product design and consumer-based brand equity. By integrating three independent and diverse theoretical perspectives, namely design value framework, means–end chains, and brand equity theory, we present a detailed literature review that relates consumer design perception to brand equity, mediated by consumption value. We also propose design perception as a multi-dimensional entity constituted of visual, functional, kinesthetic, interface, and information design perceptions. Consumption experience, manifested as experiential value, is conceptualized as a higher-order construct, with usability, social value, and pleasure in use forming the lower-order factors. Brand equity is also operationalized with five underlying components—brand association, perceived quality, perceived value, brand trust, and brand loyalty. Moderating effects of consumer characteristics on the relationship between design perception and the consumption value are also explored. By proposing a framework in line with the modern philosophy of design thinking, this work provides guidelines for practicing designers to work in conjunction with marketers, so as to create design elements that meet and shape consumers’ design needs, resulting in a positive consumer–brand relationship."
Exploring motivations and the capacity for business crowdsourcing,"Gassenheimer, Jule B. ;  Siguaw, Judy A. ;  Hunter, Gary L.",Business and Management ;  Marketing ;  Review ;  Social Sciences,"AMS review, 2013, Vol.3 (4), p.205-216","The use of crowds to solve business problems, or to take advantage of market opportunities, appears to be increasingly popular. The impact of crowdsourcing across the marketing domain, suggests the importance of examining this phenomenon. Firms use crowds of consumers to perform many of the traditional tasks of marketing, such as choosing designs (e.g., Threadless t-shirts), testing offerings (e.g., Microsoft), creating promotions (e.g., Facebook), and determining pricing (e.g., Travelocity). To more effectively harness the power of crowds and to learn from crowds, firms should understand their capacity for absorbing crowd contributions and the motives underlying the participation of the crowd as well as their own participation. An eclectic review of the literature offers a base for distinguishing crowds using a range of motives from intrinsic to extrinsic. Exploration of these dimensions results in a propositional inventory identifying motivations for both crowdsourcing and crowd participation. These inform practitioners of consequences of crowdsourcing decisions and offer future research directions."
Firms’ adoption of self-service technology: how managerial beliefs shape co-production decisions,"Di Mascio, Rita",Business and Management ;  Marketing ;  Social Sciences ;  Theory/Conceptual,"AMS review, 2016, Vol.6 (1-2), p.79-97","The level of service co-production offered to customers through self-service technologies (SSTs) is an important marketing decision. The extant literature reports numerous benefits of SSTs for firms, such as increasing efficiency, reducing costs, boosting loyalty, and reaching new customer segments. However, industry evidence suggests that firms vary in their adoption of SSTs. This article utilizes a managerial cognition perspective to relate the level of SST-based co-production to configurations of beliefs about desired organizational outcomes, customers, and knowledge. The resulting belief model illuminates why firms vary in their utilization of SSTs, and has implications for the judgment of newness of SST-based services, the ethics and politics of customer representation in SST design, and epistemologies of SST-based market exchanges."
A framework for the formation of governance portfolios in international interfirm marketing collaborations,"Dahlquist, Steven H. ;  Griffith, David A.",Business and Management ;  Marketing ;  Social Sciences ;  Theory/Conceptual,"AMS review, 2015, Vol.5 (1-2), p.45-59","International interfirm marketing collaborations have become increasingly important in the competitive marketplace. Unfortunately, many are unsuccessful in achieving the desired objectives for one or both parties because of factors both internal and external. This work attempts to improve understanding of firms’ governance decision making and draw disparate literature streams together by introducing the concepts of collaborative intensity and collaborative alignment. Through the employment of institutional theory, this research offers a framework illustrating how institutional distance influences the nature of an international interfirm marketing collaboration when considering the constructs of collaborative intensity, collaborative alignment, and governance mechanisms."
"Commentary on Shelby Hunt’s “The theoretical foundations of strategic marketing and marketing strategy: foundational premises, R-A theory, three fundamental strategies, and societal welfare”","Morgan, Neil A.",Business and Management ;  Marketing ;  Social Sciences ;  Theory/Conceptual,"AMS review, 2015, Vol.5 (3-4), p.91-97","Resource-Advantage theory has been an important addition to the marketing literature generally, and the marketing strategy literature in particular. Twenty years after its introduction, this paper explores R-A theory in the context of marketing strategy research and considers three main issues. First, while R-A theory has clearly been impactful, why it has not been relatively more impactful. Second, it identifies and elaborates on some important marketing strategy phenomena and questions that have not been explicitly addressed by R-A theory. Third, it offers some suggestions for the further development of R-A theory."
Material and efficient cause interpretations of the formative model: resolving misunderstandings and clarifying conceptual language,"Lee, Nick ;  Cadogan, John W. ;  Chamberlain, Laura",Business and Management ;  Marketing ;  Social Sciences,"AMS review, 2014, Vol.4 (1-2), p.32-43","This paper presents a causal explanation of formative variables that unpacks and clarifies the generally accepted idea that formative indicators are ‘causes’ of the focal formative variable. In doing this, we explore the recent paper by Diamantopoulos and Temme (
AMS Review, 3
(3), 160-171,
2013
) and show that the latter misunderstand the stance of Lee, Cadogan, and Chamberlain (
AMS Review, 3
(1), 3-17,
2013
; see also Cadogan, Lee, and Chamberlain,
AMS Review, 3
(1), 38-49,
2013
). By drawing on the multiple ways that one can interpret the idea of causality within the MIMIC model, we then demonstrate how the continued defense of the MIMIC model as a tool to validate formative indicators and to identify formative variables in structural models is misguided. We also present unambiguous recommendations on how formative variables can be modelled in lieu of the formative MIMIC model."
Explicating the inductive realist model of theory generation,"Hunt, Shelby D.",Business and Management ;  Marketing ;  Social Sciences ;  Theory/Conceptual,"AMS review, 2015, Vol.5 (1-2), p.20-27","The inductive realist model of theory generation (Hunt,
AMS Review, 3
(2), 61–73,
2013
) proposes a process model of theory generation that links discovery and justification. This article further explicates the inductive realist model of theory generation by addressing the major issues that marketing academics have raised. Specifically, this article provides answers to six of the most commonly asked questions. (1) Why is the model called “inductive realist”? (2) Is the real world of theory generation as linear as the model depicts? (3) Is the model positive or normative? (4) How does the model relate to the “theory-in-use” approach? (5) Is the model a testable, causal model? (6) Does all “problem recognition” start with “current disciplinary knowledge”?"
Retail capability systems,"Obeng, Efua ;  Prescott, John E. ;  Hulland, John ;  Gilbert, Robert ;  Maxham, James",Business and Management ;  Marketing ;  Social Sciences ;  Theory/Conceptual,"AMS review, 2015, Vol.5 (3-4), p.103-122","Drawing on the retail literature, archival records, and managerial interviews, we identify twelve capabilities associated with retail success. These capabilities are hierarchically grouped as foundational or supportive. Foundational capabilities are the basis upon which retail advantages are built, while supportive capabilities principally enhance the value of foundational capabilities. Drawing on systems theory, the loosely coupled systems perspective, and the Resource Based View, we propose that unique combinations of a foundational capability and an interdependent subset of supportive capabilities form four capability systems: brand management, merchandising, service, and market information management. The capability systems are socially complex and causally ambiguous making imitation by rivals particularly difficult. A retailer’s strategy determines the emphasis and focus placed on each of the four capability systems. We use the Miles and Snow (1978) strategy typology and the strategic fit literature to develop propositions linking our four capability systems to Defender, Analyzer, and Prospector strategies. We further propose that maintaining status-quo investments in all capabilities is necessary to achieve competitive parity. Ultimately, our capability systems perspective adds to the retail literature by enhancing our understanding of firm heterogeneity and performance."
Cultural dynamics and marketing strategies for emerging markets: characterization of group subcultures and consumption preferences,"Kivenzor, Gregory J.",Business and Management ;  Marketing ;  Social Sciences ;  Theory/Conceptual,"AMS review, 2015, Vol.5 (3-4), p.142-158","Emerging markets (EMs) collectively represent more than half of the world population with rapidly increasing purchasing power. In spite of recent advances, consumer research of EMs is limited in scope and concept development and thus inadequately reflects EM realities in comparison with theories developed in and for the Western societies. Characterization of the dynamic changes in cultural ecology in EMs became an important area in need of conceptual and empirical research. The present study introduces a new conceptual framework—Taxonomy of Cultural Ecology—to better explain the cultural dynamics in EMs and predict changes in consumption preferences at a social group level—a key target for effective marketing strategies. Conceptual findings are connected with managerial implications relevant to marketing strategists, advertising managers and leaders of multinational corporations."
The inductive realist model of theory generation: explaining the development of a theory of marketing ethics,"Hunt, Shelby D.",Business and Management ;  Marketing ;  Social Sciences,"AMS review, 2013, Vol.3 (2), p.61-73","This article contributes to theory development in marketing, in general, and to theory development in marketing ethics, in particular. The proposed “inductive realist model of theory generation” incorporates both (1) recent works in the philosophy of science on discovery processes in science and (2) Hunt’s (
International Studies in the Philosophy of Science, 25
(2), 159–178,
2011
,
AMS Review, 2
(1), 5–18,
2012
) inductive realist model of theory status. To illustrate how the model can be used, the author shows how the model can contribute to understanding the development of a general theory of marketing ethics that is frequently referred to as the “Hunt-Vitell theory of ethics.”"
Reflections on marketing and imagination,"Wilkie, William L.",Business and Management ;  Commentary ;  Marketing ;  Social Sciences,"AMS review, 2016, Vol.6 (3-4), p.125-131","This commentary on Professor Gerald Zaltman’s essay on Imagination in Marketing first commends the range and depth of this stimulating essay. The author then takes up some specific points made by Dr. Zaltman, illustrating how they have been manifested in his own academic experiences in the world of marketing. Instructional approaches come first, including why the course syllabus was banished from his MBA classroom, and how a special course aimed at stimulating students’ imaginations has evolved over time. Broader issues in the research realm are then addressed, beginning with the posing of a possible relationship between visual impediments and development of imagination. Topics that a new AMA Task Force might wish to address are then discussed, including the dominance of “consequentialism” in Business Schools, the imperialistic tendencies of metrics as applied to scholarly endeavors, the dangers of defining PhD students as immediate producers rather than immediate learners, and the continuing need for a larger view of our sprawling field of Marketing."
Developing a conceptual model of small independent retailers in developing economies: the roles of embeddedness and subsistence markets,"Sarkar, Dev Narayan ;  Kundu, Kaushik ;  Chaudhuri, Himadri Roy",Business and Management ;  Economic development ;  Marketing ;  Social Sciences ;  Theory/Conceptual,"AMS review, 2016, Vol.6 (3-4), p.176-193","A review of the four possible classes of retailers indicates the need to develop a conceptual model of independent retailers in developing economies. While independents are declining across established markets, such entities are of pivotal importance in developing economies. The present article aims at identifying the antecedents of buying behavior of small independent retailers in developing economies. In the process, their buying behavior is compared to the other classes of retailers. The literature on subsistence consumer-merchants as well as on embedded markets is reviewed to identify the antecedents of buying behavior of independents in developing economies. These antecedents are integrated into a framework of buying behavior of independents in developing economies. This framework may help marketers design appropriate strategies to reach consumers in developing economies. Insights developed in this article may also be used by independents in developing economies to devise methods that would enable them to fight against the spatial competitiveness of chains."
"MIMIC models, formative indicators and the joys of research","Diamantopoulos, Adamantios ;  Temme, Dirk",Business and Management ;  Marketing ;  Review ;  Social Sciences,"AMS review, 2013, Vol.3 (3), p.160-170","The use of MIMIC models in formative measurement is revisited in light of recent criticism concerning their validity. Specifically, the conventional MIMIC model is compared to alternative specifications recently suggested in the literature and issues relating to replacing formative latent variables with composites, predefining rather than estimating indicator weights, and aggregating indicators into single scores are discussed. Based on this analysis, concrete guidelines are provided to researchers on how to employ MIMIC models with formative indicators in their research endeavors."
"Remediating food deserts, food swamps, and food brownfields: helping the poor access nutritious, safe, and affordable food","Osorio, Arturo E. ;  Corradini, Maria G. ;  Williams, Jerome D.",Business and Management ;  Marketing ;  Social Sciences,"AMS review, 2013, Vol.3 (4), p.217-231","Solutions to food insecurity need to address not only the lack of physical availability of food, as currently suggested by the literature, but also affordability, quality, and safety to be truly comprehensive. Marketing ensures that all consumers have equal access to products and services and that all relevant information is available so consumers can make educated consumption choices. This paper develops an urban food security model to help diagnose urban food systems and their shortcomings. Current understandings of food deserts and food swamps are clarified. The concept of food brownfields, places where conditions lead to above-average safety risks associated with food consumption, is introduced. Conditions in food-insecure communities are explored and contrasted to those in food-secure areas. These disparities inform our suggestions on how to provide innovative mechanisms to achieve true food security in poor urban areas. Policy-driven recommendations and future venues of research are subsequently advanced."
Formative variables are unreal variables: why the formative MIMIC model is invalid,"Cadogan, John W. ;  Lee, Nick ;  Chamberlain, Laura",Business and Management ;  Marketing ;  Social Sciences,"AMS review, 2013, Vol.3 (1), p.38-49","In this rejoinder, we provide a response to the three commentaries written by Diamantopoulos, Howell, and Rigdon (all this issue) on our paper
The MIMIC Model and Formative Variables: Problems and Solutions
(also this issue). We contrast the approach taken in the latter paper (where we focus on clarifying the assumptions required to reject the formative MIMIC model) by spending time discussing what assumptions would be necessary to
accept
the use of the formative MIMIC model as a viable approach. Importantly, we clarify the implications of entity realism and show how it is entirely logical that some theoretical constructs can be considered to have real existence independent of their indicators, and some cannot. We show how the formative model only logically holds when considering these ‘unreal’ entities. In doing so, we provide important counter-arguments for much of the criticisms made in Diamantopoulos’ commentary, and the distinction also helps clarify a number of issues in the commentaries of Howell and Rigdon (both of which in general agree with our original paper). We draw together these various threads to provide a set of conceptual tools researchers can use when thinking about the entities in their theoretical models."
"Identity-motivated marketing relationships: research synthesis, controversies, and research agenda","Lam, Son K.",Business and Management ;  Marketing ;  Social Sciences,"AMS review, 2012, Vol.2 (2-4), p.72-87","Social identity and identity theories have recently emerged as an important theoretical lens in relationship marketing research. However, the study of identity-motivated marketing relationships, defined as internal and external stakeholders’ identification with a marketing entity that can be an individual, a group, a brand, or a company, is not without controversies. Following a synthesis of this stream of research, this paper reviews the nature and causes of two key issues surrounding the conceptualization and measurement identity-based constructs. Recommended solutions and avenues for further research are then discussed."
An integrated model of cause-related marketing strategy development,"Liu, Gordon ;  Ko, Wai Wai",Business and Management ;  Marketing ;  Social Sciences ;  Theory/Conceptual,"AMS review, 2014, Vol.4 (3-4), p.78-95","Researchers in the fields of marketing and corporate social responsibility have suggested that cause-related marketing (CRM) can provide firms with opportunities for managing their community relationships and for enhancing their marketing, financial, social, and environmental performance. In this article, we offer a conceptual framework that helps to broaden the understanding of how firms develop CRM strategy. We identify three key CRM strategy development components: motivational factors, strategy design, and campaign tactics. The conceptual framework is constructed based on these three components to explore how the key CRM drivers influence the CRM implementation plan, which subsequently leads to the development of different campaign styles. We also propose that firms’ emphasis on value delivery systems in the process of CRM strategy development plays an important role in influencing the direction in which they wish to assemble their CRM campaign."
"Lee, Cadogan, and Chamberlain: an excellent point . . . But what about that iceberg?","Rigdon, Edward E.",Business and Management ;  Marketing ;  Social Sciences,"AMS review, 2013, Vol.3 (1), p.24-29",
"Conceptual clarity in measurement—Constructs, composites, and causes: a commentary on Lee, Cadogan and Chamberlain","Howell, Roy D.",Business and Management ;  Marketing ;  Social Sciences,"AMS review, 2013, Vol.3 (1), p.18-23","In an insightful and important article, Lee et al. (
2013
, this issue) clearly point out the problems with so-called formative measurement. In particular, they suggest that the MIMIC model formulation, as currently conceptualized, does not provide a solution. Their central thesis is that, in a MIMIC model, the supposedly formatively measured latent variable is empirically a reflective latent variable depending entirely on the endogenous variables included. They then look at composite variables as a possible solution. This commentary seeks to reinforce their central thesis, providing additional evidence and support. I also attempt to clarify the distinction between two types of models discussed in the article as MIMIC models. I then examine the use of composite variables, focusing on potential information loss and issues concerning conceptual clarity. I conclude that composite variables should not be routinely employed in theory testing research, and their use must be clearly justified."
Which controls are better for service outsourcing? Integrating service-dominant logic and service characteristics,"Roy, Subroto ;  Sivakumar, K.",Business and Management ;  Marketing ;  Social Sciences ;  Theory/Conceptual,"AMS review, 2014, Vol.4 (3-4), p.45-62","A comprehensive examination of the role of outsourced services’ characteristics in determining control systems is lacking in the literature. While the service characteristics paradigm (intangibility, heterogeneity, inseparability, and perishability [IHIP]) has informed much of the services research in the past four decades, in the last decade, the service-dominant logic (SDL) has provided a new way to conceptualize the marketing of goods and services. However, there has been no attempt to integrate these two perspectives. This study fills these gaps by examining control systems in service outsourcing by means of a midrange theory that integrates the new SDL framework and the legacy of the service characteristics approach. The authors add a fifth characteristic, digitizability, to IHIP and develop a conceptual framework to derive research propositions based on the foundational premises of the SDL. They also examine the moderating effects of globalization and the outsourced service’s closeness to the organization’s core competence."
Knowledge needs of firms: the know-x framework for marketing strategy,"Madhavaram, Sreedhar ;  Gross, Andrew C. ;  Appan, Radha",Business and Management ;  Marketing ;  Social Sciences ;  Theory/Conceptual,"AMS review, 2014, Vol.4 (3-4), p.63-77","In today’s knowledge-intensive economy, the acquisition, development, and management of knowledge are fundamental to the survival and growth of firms. Consequently, organizational knowledge has emerged as a potential source of competitive advantage for firms. Specific to the marketing context, research has long since recognized the role of knowledge in effective marketing. Therefore, through a systematic review of organizational knowledge research and the knowledge business environment, this paper (1) identifies different types of organizational knowledge required by firms and develops the know-x framework, (2) discusses exemplars of different types of marketing knowledge products that firms might require, (3) identifies and discusses critical issues and concerns with reference to each of the marketing knowledge types, and (4) discusses the implications of knowledge types (know-x framework) for marketing strategy in general and market orientation strategy in particular. The paper concludes with a discussion of contributions and directions for future research."
Reinterpreting cultural priming effects in cross-cultural consumer research,"Merunka, Dwight R.",Business administration ;  Business and Management ;  Humanities and Social Sciences ;  Marketing ;  Social Sciences,"AMS review, 2013, Vol.3 (4), p.232-248","Experimentally priming bicultural individuals in cross-cultural consumer research to access their respective cultures has produced interesting findings. However, close examination of the experimental conditions and of the main findings reveals important inconsistencies and contradictions that cast doubt on their validity. In general, the risk of a cultural attribution fallacy is high in such cross-cultural research, due to the lack of control over three basic conditions that are required for successful cultural priming experiments: (1) the demonstrated biculturalism of study participants, (2) the experimental manipulations used to engender cultural switching, and (3) the procedures used to ensure that culture, rather than other processes such as stereotypical associations, is being stimulated and accessed. This manuscript discusses these conditions, proposes a descriptive model that clearly distinguishes the differential effects of cultural priming on either monocultural bilinguals or on bicultural individuals, and suggests a research agenda for better understanding and improving the implementation of the cultural priming research paradigm."
"MIMIC models and formative measurement: some thoughts on Lee, Cadogan & Chamberlain","Diamantopoulos, Adamantios",Business and Management ;  Marketing ;  Social Sciences,"AMS review, 2013, Vol.3 (1), p.30-37","Several problematic issues in Lee, Cadogan and Chamberlain’s (
2013
) paper on MIMIC models and formative measurement are identified and discussed. It is argued that MIMIC models
can
be used with formative measurement specifications and that replacing the formative measurement model with a (non-testable) composite does not contribute to better measurement practice."
Commentary on behavioral price research: the role of subjective experiences in price cognition,"Thomas, Manoj",Business and Management ;  Marketing ;  Social Sciences,"AMS review, 2013, Vol.3 (3), p.141-145",
Scientific progress in measurement theory?,"Rossiter, John R.",Business and Management ;  Marketing ;  Social Sciences,"AMS review, 2013, Vol.3 (3), p.171-179","This article is a response to the March, 2013, special issue of the
AMS Review
, which was purportedly about “scientific progress in marketing” but in fact was about
measurement
in marketing. Even narrower than that, the special issue was about “formative measurement” in marketing. The present article contends that the problems raised by the special issue’s authors were solved earlier by Rossiter’s C-OAR-SE measurement theory. Four key references on C-OAR-SE theory (Rossiter in Int J Res Mark 19(4):305–335,
2002
; Bergkvist and Rossiter in J Mark Res 44(2):175–184,
2007
; Rossiter’s
2011a
book; Rossiter in Eur J Market 45(11/12):1589–1600,
2011b
) are revisited to explain how continued ignorance of C-OAR-SE principles has stifled progress in measurement in all the social sciences."
The utility of an information processing approach for behavioral price research,"Adaval, Rashmi",Business and Management ;  Marketing ;  Social Sciences,"AMS review, 2013, Vol.3 (3), p.130-134","In their article, Cheng and Monroe provide a historical perspective on behavioral research in pricing. Their consolidation of evidence spanning four decades of research on pricing is testimony to the richness that can result from the convergence of different perspectives and fields on a common set of phenomena. Although the article is framed in terms of concepts that have emerged from substantive concerns, there might be some utility in thinking about the issues in behavioral price research within the framework of an information processing model. Such a model allows one to localize different effects at various stages of processing and helps to raise additional issues to be investigated."
Effectual marketing planning for new ventures,"Whalen, Peter S. ;  Holloway, Samuel S.",Business and Management ;  Marketing ;  Social Sciences,"AMS review, 2012, Vol.2 (1), p.34-43","Current marketing theories largely follow the rational planning school and base marketing planning activities upon a strategic pursuit of an optimal market outcome. While extant theory aligns with the motivations of large corporations in established markets, it offers little benefit to marketers in new ventures. We address this gap directly and propose a new concept of effectual marketing planning, which is based on a logic of control and specifically addresses the challenges facing new ventures. Our construct of effectual marketing planning contains five key elements that increase the value of marketing planning for new ventures. We conclude by offering propositions as to how effectual marketing planning can improve new venture performance."
"Explaining empirically successful marketing theories: the inductive realist model, approximate truth, and market orientation","Hunt, Shelby D.",Business and Management ;  Marketing ;  Realism ;  Social Sciences ;  Success,"AMS review, 2012, Vol.2 (1), p.5-18","Some marketing theories are empirically successful, while others are not. When a marketing theory is empirically successful, is its success a result of miraculous good fortune or something else? For example, market orientation (MO) theory has been empirically successful: it explains and predicts numerous marketing phenomena. What explains the empirical success of MO theory? This article furthers the development of the philosophy of science foundations of marketing research by detailing the recently developed, “inductive realism” model of theory status and using the model to articulate scientific realism’s approximate truth as an explanation of the empirical success of marketing theories, in general, and MO theory, in particular. This article (1) briefly reviews the approaches to explaining the empirical success of science, with particular emphasis on scientific realism’s “no miracles” argument in favor of the approximate truth explanation, (2) discusses the problems associated with realists’ efforts to conceptualize “approximate truth,” (3) focuses on MO as a case-example of an empirically successful marketing theory and develops a “partial formalization” of MO theory for analysis purposes, (4) details the new, “inductive realist” model of theory status and applies the model to MO theory, (5) shows how the model accommodates the fact that, at times, sociological/political factors influence theory acceptance in science, (6) discusses whether political or other inappropriate factors have influenced MO theory’s success, (7) discusses the inductive realist approach to approximate truth and applies it to MO theory."
A Closer look at reference price: A commentary,"Lee, Angela Y.",Business and Management ;  Marketing ;  Review ;  Social Sciences,"AMS review, 2013, Vol.3 (3), p.151-154","In their historical overview of behavioral pricing research, Cheng and Monroe (
2013
) advanced five principles related to the concept of reference price: 1) there is a latitude of price indifference around a fuzzy reference price; 2) consumers may have a specific reference price for each product, sold at a particular channel, at a particular time or season, displayed amidst a particular array of other products; 3) the encounter of a new price results in the reference price shifting in the direction of the new price, resulting in an assimilation effect; 4) consumers are differentially sensitive to a price increase versus price decrease; 5) the sequential order and the distribution of prices have different effects on the reference price. This commentary highlights some of the interesting aspects of these concepts and discusses potential avenues for future research."
How and why is price perceived: a commentary on Cheng and Monroe,"Rao, Akshay R.",Business and Management ;  Marketing ;  Review ;  Social Sciences,"AMS review, 2013, Vol.3 (3), p.146-150","In this commentary, I build on Cheng and Monroe’s paper on price perception and discuss how and why price is perceived in the manner in which it is, and how understanding this process can benefit theory and practice."
Customers’ coping with interpersonal conflicts in intra and inter-cultural service encounters,"Zourrig, Haithem ;  Chebat, Jean-Charles ;  Toffoli, Roy ;  Medina-Borja, Alexandra",Business and Management ;  Marketing ;  Social Sciences,"AMS review, 2014, Vol.4 (1-2), p.21-31","Customers may alter their conflict style depending on their cultural values’ orientations and whether the adversary belongs to their group or not. This paper provides cross-cultural insight into the psychological mechanisms that shape different styles of customer’s coping with interpersonal conflicts. Drawing on cognitive appraisal theory, the paper extends the framework of appraisal-emotions coping to different cultural–situational contexts and develops a set of theory-driven propositions. The insights from this conceptual paper suggest that within inter-cultural encounter contexts, an interpersonal conflict may lead to confrontative coping, for both allocentric and idiocentric customers. However, in the case of an intra-cultural encounter, the allocentrism trait may weigh against the pursuit of any conflict and therefore may increase the tendency of non-confrontational coping, while the idiocentrism trait is more likely to encourage adopting confrontative tactics regardless of the group belongingness of the frontline service employee."
Nomen est omen: formalizing customer labeling theory,"Plangger, Kirk ;  Kietzmann, Jan H. ;  Pitt, Leyland F. ;  Berthon, Pierre ;  Hannah, David",Business and Management ;  Marketing ;  Review ;  Social Sciences,"AMS review, 2013, Vol.3 (4), p.193-204","Organizations use a variety of labels to refer to their customers — the individuals who use their products and services. These labels (e.g., guests, students, clients, members, patients, users, etc.) suggest different meanings and connotations than being a simple customer. In this paper, we explore traditional labeling theory, and its roots in categorization and semiotic theories, to aid in the understanding of the customer-firm relationship. We then extend and formalize this to a customer labeling theory, in which we posit that a firm’s labels for its customers may shape consumer and organizational attitudes. Therefore, if customers become what marketers call them, then these labels shape the dialog between organizations and their customers. Thus, customer labels indirectly impact the success of firms’ customer relationship management efforts. We discuss customer labeling implications for firms and make suggestions for future academic research."
Commentary on: “an appraisal of behavioral price research (Part I)”,"Coulter, Keith S.",Business and Management ;  Marketing ;  Social Sciences,"AMS review, 2013, Vol.3 (3), p.135-140",
Developing successful theories in marketing: insights from resource-advantage theory,"Hunt, Shelby D.",Business and Management ;  Marketing ;  Social Sciences,"AMS review, 2011, Vol.1 (2), p.72-84","All disciplines require both (1) the development of theories that explain and predict important phenomena and (2) empirical research that tests the theories. Purely conceptual/theoretical articles are central to theory development and are generally more influential than empirical articles. However, not all conceptual articles are equally successful. This article addresses the issue of why some theoretical articles are more successful than others. Using a highly successful theory in marketing, resource-advantage theory, as a case-example, this article develops five guides for authors seeking to develop successful theories: (1) focus theory development on important issues in macromarketing and/or micromarketing, (2) craft theories with high explanatory and predictive power, (3) respect other disciplines’ literatures, (4) publish the theory in nonmarketing journals, and (5) explore the normative implications of the theory."
Scientific progress in marketing,"Crittenden, V. L. ;  Peterson, R. A.",Business and Management ;  Marketing ;  Social Sciences,"AMS review, 2013, Vol.3 (1), p.1-2",
Some reflections on an appraisal of behavioral price research (part 1),"Cheng, Lillian L. ;  Monroe, Kent B.",Business and Management ;  Marketing ;  Review ;  Social Sciences,"AMS review, 2013, Vol.3 (3), p.155-159",The authors reflect on the commentators’ comments and add some additional thoughts about the current state of behavioral price research.
Brands and burlesque: toward a theory of spoof advertising,"Berthon, Pierre R. ;  Pitt, Leyland F.",Brands ;  Business and Management ;  Caricature ;  Economics and Business ;  Ekonomi och näringsliv ;  Marketing ;  Marketing message ;  Parody ;  Samhällsvetenskap ;  Social Sciences ;  Spoof advertising,"AMS review, 2012, Vol.2 (2-4), p.88-98","Parody, or spoof advertising, is as old as advertising itself. However, the rise of consumer generated content and its rapid diffusion have created a veritable epidemic of spoof ads aimed at companies and their brands. Brands are increasingly becoming the targets of burlesque. Marketers, faced with a loss of control over their message, are left wondering why some brands are mercilessly ridiculed while others seem impervious and immune. In this paper we address the central question of “which brands are most at risk of being parodied, and why?” To this end we develop a theory of spoof advertising based on the literatures of burlesque, satire, and caricature. We then apply the theoretical model to a well-known spoof ad to illustrate the theory’s explanatory power. Finally, we discuss avenues for future research in this area."
The relationship between cultural values and moral philosophy: a generational subculture theory approach,"Robertson, Christopher J. ;  Ralston, David A. ;  Crittenden, William F.",Business and Management ;  Marketing ;  Social Sciences,"AMS review, 2012, Vol.2 (2-4), p.99-107",Scholarly interest in culturally-driven determinants of ethical behavior has grown substantially in recent years. This phenomenon is due to increasing pressure placed on top management teams of multinational firms to ensure high moral standards. One theory that has been overlooked in culture-based business ethics research is generational subculture theory. This theory will be explored in the current paper with respect to its relationship to moral philosophy. A theoretical model and conceptual matrix are developed and research propositions proposed. The resulting framework will aid future researchers of cross-cultural ethics due to the incorporation of generational subculture as a variable of analysis.
"Relationships among time orientation, consumer innovativeness, and innovative behavior: the moderating role of product characteristics","Karande, Kiran ;  Merchant, Altaf ;  Sivakumar, K.",Business and Management ;  Marketing ;  Social Sciences,"AMS review, 2012, Vol.2 (2-4), p.108-125","Consumer innovativeness is a critical factor that determines the success of new product introductions. An important but underexplored antecedent of consumer innovativeness is time orientation. In this article, we propose a conceptual model of the relationships among time orientation, consumer innovativeness, and consumer innovative behavior. We further examine the moderating role of several important product characteristics on these relationships. These characteristics include (1) newness of the product, (2) product complexity, (3) network externalities, and (4) the utilitarian versus expressive nature of the product. We develop a series of research propositions to explicate the relationships in our conceptual model. We delineate the substantive and managerial implications by linking the variables through a comprehensive framework and provide future research directions."
On the impactfulness of theory and review articles,"Peterson, Robert A. ;  Crittenden, Victoria L.",Business and Management ;  Marketing ;  Social Sciences,"AMS review, 2012, Vol.2 (1), p.1-4","Every article in the
AMS Review
should have an impact on marketing thought. The editors of the journal offer several operational guidelines for crafting theoretical/conceptual manuscripts and suggest three characteristics for assessing future impactfulness of a contribution. The marketing professoriate may require a new mindset in order to contribute high quality, impactful theory and review articles that can keep pace with marketplace events and marketing practice."
Ruminations about making a theoretical contribution,"Crittenden, Victoria L. ;  Peterson, Robert A.",Business and Management ;  Marketing ;  Social Sciences,"AMS review, 2011, Vol.1 (2), p.67-71",
